Cuarto,Mueble,Nivel,Posición,Título,Autor
E,V-derecha2,8,21,La señora Mc Ginty ha mueto,Agatha Christie
E,V-derecha2,8,22,Cinco Cuentos,Oscar Wilde
E,V-derecha2,8,23,Fuga sin fin,Joseph Roth
E,V-derecha2,8,24,Molloy,Samuel Beckett
E,V-derecha2,8,25,Cuentos del libre amor,Varios autores
E,V-derecha2,8,26,El balneario,Martín Gaite
E,V-derecha2,8,27,El Principe,N. Maquiavelo
E,V-derecha2,8,28,El Principe,N. Maquiavelo
E,V-derecha2,8,29,El pintor Cristóbal Haitzmann,S. Freud
E,V-derecha2,8,3,,
E,V-derecha2,8,30,La familia,Jacques Lacan
E,V-derecha2,8,31,El psicoanálisis,C. Azouri
E,V-derecha2,8,32,Los filósofos,
E,V-derecha2,8,33,Poemas de amor ,Varios autores
E,V-derecha2,8,34,Psicopatologia De La Vida Cotidiana,S. Freud
E,V-derecha2,8,35,Symmetry,Weyl
E,V-derecha2,8,36,Historia de la tecnología,T. K. Derry / Trevor I / Williams
E,V-derecha2,8,37,Historia de la tecnología,T. K. Derry / Trevor I / Williams
E,V-derecha2,8,38,Fundamentos de filosofía marxista-leninista,Vv. Aa
E,V-derecha2,8,39,,
E,V-derecha2,8,4,,
E,V-derecha2,8,40,Introducción a la lingüística transformacional,C. P. Otero
E,V-derecha2,8,41,7 ensayos filosóficos sobre la ciencia moderna,Eli de Gortari
E,V-derecha2,8,42,Del asesinato considerado como una de las bellas artes,Thomas de Quincey
E,V-derecha2,8,43,El Estructuralismo,Jean Piaget
E,V-derecha2,8,44,Así habla ZARATUSTRA,F. Nietzsche
E,V-derecha2,8,45,La filosofía del derecho,C. J. Friedrich
E,V-derecha2,8,46,El podere,Michael Korada
E,V-derecha2,8,47,Ciencia y desarrollo,M. Bunge
E,V-derecha2,8,48,Gigantes de la pintura,Javier Fábregas
E,V-derecha2,8,49,Gigantes de la música,José Repollés
E,V-derecha2,8,50,El cerebro binario,David Ritchie
E,V-derecha2,8,5,De la tristeza,Alejandro Charosky
E,V-derecha2,8,6,Historia económica de la población mundial,Carlo M. Cipolla
E,V-derecha2,8,7,Estética y arte de vanguardia,M. Kirby
E,V-derecha2,8,8,Nathaniel Hawthorne,M. Terence
E,V-derecha2,8,9,Literatura y principios del placer,D. Wellershoff
E,V-derecha3,1,10,Herejes y Renegados,Issan Deutscher
E,V-derecha3,1,11,Historia Mundial de la Sociedades Secretas,Sege Hutin
E,V-derecha3,1,12,Historia del Ocultismo,L de Gérin-Ricard
E,V-derecha3,1,13,Los maravillosos secretos de Alberto Magno,
E,V-derecha3,1,14,La brujería,Geoffrey Parrinder
E,V-derecha3,1,15,Así hablan las manos,Isabela Hernanz
E,V-derecha3,1,16,Más allá de los dogmas,Fernando Tinajero
E,V-derecha3,1,17,,
E,V-derecha3,1,18,Barro dolorido,Gustavo Alfredo Jacome
E,V-derecha3,1,19,La segunda voz,Hipólito Alvarez
E,V-derecha3,1,1,Numerología para pricipiantes,Jose Aldás
E,V-derecha3,1,20,De buenas a primeras,Fernando Nieto Cadena
E,V-derecha3,1,21,Cantos para celebrar una muerte,
E,V-derecha3,1,22,Safa cucaracha,Fernando Artieda
E,V-derecha3,1,23,Más allá de las palabras,Jorge Pincay Coronel
E,V-derecha3,1,24,,
E,V-derecha3,1,25,,
E,V-derecha3,1,26,Fidel y la Religión,Frei Betto
E,V-derecha3,1,27,Cuentos ,Pablo Barriga
E,V-derecha3,1,28,Huayrapamushcas,Jorge Icaza
E,V-derecha3,1,29,Diccionario de la literatura ecuatoriana,Franklin Barriga López y Leonardo Barriga López
E,V-derecha3,1,2,Emboscada,César Eduardo
E,V-derecha3,1,30,Los bienes,Vladimiro Rivas
E,V-derecha3,1,31,Las huellas recogidas,Juán Valdano
E,V-derecha3,1,32, Narraciones,Eliécer Cárdenas y Jorge Dávila Vazquez
E,V-derecha3,1,33,La Historia Antigua,J. de Velasco
E,V-derecha3,1,34,De vuelta al paraíso,Jorge Velasco Mackenzie
E,V-derecha3,1,35,7 cuentos,Gustavo Alfredo Jacome
E,V-derecha3,1,36,Señas y contrasueñas,Rafael Díaz Ycaza
E,V-derecha3,1,37,Los designios,Luis Felix
E,V-derecha3,1,38,Los designios,Luis Felix
E,V-derecha3,1,39,Lorenzo Cilda,Victor Manuel Rendón
E,V-derecha3,1,3,Moneda al aire,Leorando Valencia
E,V-derecha3,1,40,Toque de queda,Nelson Estupiñán Bass
E,V-derecha3,1,41,El golpe de estado en Chile,
E,V-derecha3,1,42,La isla de los gatos negros,Gustavo Vasconez Hurtado
E,V-derecha3,1,43,Calibre catapulta,Iván Egüez
E,V-derecha3,1,44,La Faruru,Salvador Izquierdo
E,V-derecha3,1,45,Álbum de familia,Gabriela Alemán
E,V-derecha3,1,46,Bajo la noche,Antonio Correa
E,V-derecha3,1,47,Lanzarote,Houellebecq
E,V-derecha3,1,48,Ciertos cuentos y cuentos ciertos,Max Aube
E,V-derecha3,1,49,El libro negro del hambre,Josue de Castro
E,V-derecha3,1,4,Lama,Sabrina Duque
E,V-derecha3,1,50,Micaela y otros cuentos,Raúl Pérez Torres
E,V-derecha3,1,51,Nuevos cuentistas del ecuador,
E,V-derecha3,1,52,Porlamar,Rafael Díaz Ycaza
E,V-derecha3,1,53,La ciudad de tal y cual,León Vieira
E,V-derecha3,1,54,,
E,V-derecha3,1,55,,
E,V-derecha3,1,56,El bosque de las estatuas,Agustín Vulgarín
E,V-derecha3,1,57,,
E,V-derecha3,1,58,Cuentos ecuatorianos II,
E,V-derecha3,1,59,,
E,V-derecha3,1,5,Caninos,Mónica Ojeda
E,V-derecha3,1,60,,
E,V-derecha3,1,61,Cuentos ecuatorianos I,
E,V-derecha3,1,62,Manual para mover las fichas,Raúl Pérez Torres
E,V-derecha3,1,63,,
E,V-derecha3,1,64,"Dioses, semidioses y astronautas",Nicolás Kingman
E,V-derecha3,1,65,"Musiquero jóven, musiquero viejo",Raúl Pérez Torres
E,V-derecha3,1,66,La narrativa diferente,Bejar
E,V-derecha3,1,67,,
E,V-derecha3,1,68,,
E,V-derecha3,1,69,,
E,V-derecha3,1,6,Lugar,Gabriela Ponce Padilla
E,V-derecha3,1,70,,
E,V-derecha3,1,71,,
E,V-derecha3,1,72,,
E,V-derecha3,1,73,"Musiquero jóven, musiquero viejo",Raúl Pérez Torres
E,V-derecha3,1,74,a la Ciencia,Isaac Asimov
E,V-derecha3,1,7,Orígenes de la vida,Flammarión
E,V-derecha3,1,8,,
E,V-derecha3,1,9,El libro de Mormón,
E,V-derecha3,2,10,,
E,V-derecha3,2,11,Cuentos folklóricos del Ecuador,Paulo de Carvalho Neto
E,V-derecha3,2,12,,
E,V-derecha3,2,13,Decamerón Ecuatoriano,Paulo de Carvalho Neto
E,V-derecha3,2,14,Un Mundo Mágico Mítico en la Mitad del Mundo ,Dario Guevara
E,V-derecha3,2,15,Tristes trópicos,C. Lévis-Strauss
E,V-derecha3,2,16,El libro infernal,
E,V-derecha3,2,17,La semiología,Roland Barthes - Claude Bremond -Tzvetan Todorov - Christian Mets
E,V-derecha3,2,18,"J. Lacan, lo simbólico y lo imaginario",Jean-M. Palmier
E,V-derecha3,2,19,Análisis Estructural del relato,
E,V-derecha3,2,1,Geografía Humana,Jean Brunhes
E,V-derecha3,2,20,El pensamiento salvaje,C. Lévis-Strauss
E,V-derecha3,2,21,Mito e ideología,
E,V-derecha3,2,22,Sobre política y lingüística,Chomsky
E,V-derecha3,2,23,El totemismo en la actualidad,C. Lévis-Strauss
E,V-derecha3,2,24,El análisis estructural,
E,V-derecha3,2,25,Coplas de Carnaval de Guaranda,Laura Hidalgo Alzamora
E,V-derecha3,2,26,El realismo mágico y otros ensayos,Enrique Anderson Imbert
E,V-derecha3,2,27,Gramática del Decámeron,Tzvetan Todorov
E,V-derecha3,2,28,Estructuralismo en cuatro tiempos,Jésus Mañú Iragui
E,V-derecha3,2,29,Historia de los tiempos actuales,V. G. Revunenkov
E,V-derecha3,2,2,Antropología estructural,C.Levi-Strauss
E,V-derecha3,2,30,Historia de los tiempos modernos,N. Efimov
E,V-derecha3,2,31,Historia de la edad media,E.A. Kosminsky
E,V-derecha3,2,32,Historia de la antigüedad,A.V. Mishulin
E,V-derecha3,2,33,Historia de las cruzadas,M.A. Zaburov
E,V-derecha3,2,34,El hombre ecuatoriano y su cultutra,Fernando Chaves
E,V-derecha3,2,35,Una aventura en el papel,Roberto Rubiano Vargas
E,V-derecha3,2,36,,
E,V-derecha3,2,37,,
E,V-derecha3,2,38,Problemática de la literatura hispanoamericana,Waldo Ross
E,V-derecha3,2,39,Tartarín de Tarascón,A. Daudet
E,V-derecha3,2,3,La ciencia de la semiótica,Charles S. Peirce
E,V-derecha3,2,40,El largo adios,Raymond Chandler
E,V-derecha3,2,41,Dreamfield,Sealtiel Alatriste
E,V-derecha3,2,42,Costumbres amorosas de los animales,"Jean Rostand, Lucien Berland y otros"
E,V-derecha3,2,43,Obras completas-Tomo 2,Stalin
E,V-derecha3,2,44,Obedencia debida / Fuegos,Gino Lofredo
E,V-derecha3,2,45,,
E,V-derecha3,2,46,Bestiario de amor,Jean Rostand
E,V-derecha3,2,47,El dinero,Galbraith
E,V-derecha3,2,48,La Era de la incertidumbre,John Kenneth Galbraith
E,V-derecha3,2,49,La cultura de la satisfacción,John Kenneth Galbraith
E,V-derecha3,2,4,Culturas ecuatorianas ayer y hoy,
E,V-derecha3,2,50,AVC Revelaciones contra una guerrilla inconclusa?,Juan Fernando Teran
E,V-derecha3,2,51,Signos de futuro,
E,V-derecha3,2,52,Lima la horrible,Sebastian Salazar Bondi
E,V-derecha3,2,53,La dinamica del capitalismo,Fernand Braudel
E,V-derecha3,2,54,,
E,V-derecha3,2,55,El automovil,
E,V-derecha3,2,56,Como jugar y divertirse con escritores famosos,Daniel Samoilovich
E,V-derecha3,2,57,El coloso de Marusi,Henry Miller
E,V-derecha3,2,5,¿Qué significa hablar?,Pierre Bourdieu
E,V-derecha3,2,6,"Mitos y leyendas de los Aztecas, Incas, Mayas y Muiscas",Wlater Krickeberg
E,V-derecha3,2,7,Mitológicas,C. Lévis-Strauss
E,V-derecha3,2,8,"Arte, lenguaje, etnología",C. Lévis-Strauss
E,V-derecha3,2,9,,
E,V-izquierda,1,10,Cartas morales a Lucillo (II),Séneca
E,V-izquierda,1,11,Novum Organon,Francis Bacon
E,V-izquierda,1,12,"Socrates (Apología de Sócrates, Critón y Las Nubes)",Platón/Aristófanes
E,V-izquierda,1,13,Ensayos (III) (edición íntegra),Michel de Montaigne
E,V-izquierda,1,14,Ensayos (I) (edición íntegra),Michel de Montaigne
E,V-izquierda,1,15,Ensayos (II) (edición íntegra),Michel de Montaigne
E,V-izquierda,1,16,Curso de filosofía positiva. Discruso sibre e espíritu positivo,Auguste Compte
E,V-izquierda,1,17,Discursos a la nación alemana,J.G. Fichte
E,V-izquierda,1,18,Tratado de la naturaleza humana (III),David Hume
E,V-izquierda,1,19,Tratado de la naturaleza humana (II),David Hume
E,V-izquierda,1,1,Tratado teológicopolítico,Baruch Spinoza
E,V-izquierda,1,20,Tratado de la naturaleza humana (I),David Hume
E,V-izquierda,1,21,Fragmentos y testimonios,Pitágoras y Gorgias
E,V-izquierda,1,22,Sobre el infinito universo y los mundos,Giordano Bruno
E,V-izquierda,1,23,La ciudad de Dios,San Augustín
E,V-izquierda,1,24,Utopía ,Tomás Moro
E,V-izquierda,1,25,Tao Te Ching,Lao Tse
E,V-izquierda,1,26,Ética demostrada según el orden geométrico,Baruch de Espinosa
E,V-izquierda,1,27,El fenómeno humano,Teilhard De Chardin
E,V-izquierda,1,28,Teoría estética,Theodor W. Adorno
E,V-izquierda,1,29,Monadología,G.W. Leibniz
E,V-izquierda,1,2,Historia del arte en la antigüedad,Wilkelmann
E,V-izquierda,1,30,El yo y el ello,Sigmund Freud
E,V-izquierda,1,31,Fragmentos,Parménides/Heráclito
E,V-izquierda,1,32,Defensa del sentido común y otros ensayos,G.E. Moore
E,V-izquierda,1,33,¿Qué es la propiedad?,Pierre-Joseph Proudhon
E,V-izquierda,1,34,El conocimiento humano,Bertrand Russell
E,V-izquierda,1,35,El banquete. Fidón-Fedro,Platón
E,V-izquierda,1,36,Más allá del bien y del mal,Friedrich Nietzsche
E,V-izquierda,1,37,Discurso del método,Réne Descartes
E,V-izquierda,1,38,La rebelión de las masas,José Ortega y Gasset
E,V-izquierda,1,39,Ética protestante y espíritu del capitalismo,Max Weber
E,V-izquierda,1,3,La pregunta por la cosa,Martin Heidegger
E,V-izquierda,1,4,Las reglas del método sociológico,Emile Durkheim
E,V-izquierda,1,5,El concepto de la angustia,Kierkegaard
E,V-izquierda,1,6,Del espíritu de las leyes (I),Montesquieu
E,V-izquierda,1,7,Del espíritu de las leyes (II),Montesquieu
E,V-izquierda,1,8,Cartas morales a Lucillo (III),Séneca
E,V-izquierda,1,9,Elogio de la locura,Erasmo de Rotterdam
E,V-izquierda,2,10,El diablo enamorado,Jacques Cazotte
E,V-izquierda,2,11,El monje,Matthew G. Lewis
E,V-izquierda,2,12,Drácula,Bram Stoker
E,V-izquierda,2,13,El Horla,Guy de Moupassant
E,V-izquierda,2,14,Melmoth el errabundo,Charles Maturin
E,V-izquierda,2,15,Cuentos fantásticos,E.T.A Hoffman
E,V-izquierda,2,16,Historia sobrenatural,
E,V-izquierda,2,17,La psicologia del miedo,Jeffey A. Gray
E,V-izquierda,2,18,Historia natural de los cuentos d emiedo,Rafael Llopis
E,V-izquierda,2,19,E.A Poe,Walter Lennig
E,V-izquierda,2,1,Antología de la literatura fantástica,Jorge Luis Borges; Adolfo Bioy Casares; Silvina Ocampo
E,V-izquierda,2,20,"Corre, conejo",John Updike
E,V-izquierda,2,21,La gata,Collette
E,V-izquierda,2,22,Barrancos del alba,Raphael Confiant
E,V-izquierda,2,23,En un balneario alemán,Katherine Mansfield
E,V-izquierda,2,23,Satanás,Mario Mendoza
E,V-izquierda,2,24,Ulrike Meinhof. Un aetículo y sus concecuenias,Heinrich Boll
E,V-izquierda,2,25,Billar a la snueva y media,Heinrich Boll
E,V-izquierda,2,26,Al Faro,Virginia Woolf
E,V-izquierda,2,27,El honor perdido de Katherina Blum,Heinrich Boll
E,V-izquierda,2,28,Opiniones de un payaso,Heinrich Boll
E,V-izquierda,2,29,Ni una sola lágrima por Schmeck y otros relatos,Heinrich Boll
E,V-izquierda,2,2,Introducción a la literatura fantástica,Tzvetan Todorov
E,V-izquierda,2,30,Los silencios del Dr. Morke,Heinrich Boll
E,V-izquierda,2,31,El esclavo,Isaac Bashevis Singer
E,V-izquierda,2,32,Reloj sin manecillas,Carson McCuillers
E,V-izquierda,2,33,La perla,John Steinbeck
E,V-izquierda,2,34,La Agonía de Rasu Niti,José María ARguedas
E,V-izquierda,2,35,El complice secreto,Joseph Conrad
E,V-izquierda,2,36,Lord Jim,Joseph Conrad
E,V-izquierda,2,37,La quimera del oro,Jack London
E,V-izquierda,2,38,Huckleberry Finn,Mark Twain
E,V-izquierda,2,39,Risa en la obscuridad,Vladimir Nabokov
E,V-izquierda,2,3,Tales of mistery and imaginatio,Edgar Allan Poe
E,V-izquierda,2,40,"Rey, Dama, Valet",Vladimir Nabokov
E,V-izquierda,2,41,La Tiranicida,Vladimir Nabokov
E,V-izquierda,2,42,Lolita ,Vladimir Nabokov
E,V-izquierda,2,43,Ada,Vladimir Nabokov
E,V-izquierda,2,44,El ojo,Vladimir Nabokov
E,V-izquierda,2,45,Cuentos sobre el Quijote,Vladimir Nabokov
E,V-izquierda,2,46,Cuentos de literatura rusa ,Vladimir Nabokov
E,V-izquierda,2,47,Cuentos de literatura europea ,Vladimir Nabokov
E,V-izquierda,2,48,El juego de la lógica,Lewis Carrol
E,V-izquierda,2,49,13 Cuentos fantásticos,"Hawthorne, Melville, Sheridan Le Fanu, Stevenson y otros"
E,V-izquierda,2,4,Camargo,Dr. César Bonilla León
E,V-izquierda,2,50,Niñas,Lewis Carrol
E,V-izquierda,2,51,Cuentos de Lovecraft,Howard Phillips Lovecraft
E,V-izquierda,2,52,Antología de relatos sobre mujeres vampiro,"Sheridom, Le Fanu y otros"
E,V-izquierda,2,53,Cartas a Véra,Vladimir Nabokov
E,V-izquierda,2,54,El hechicero,Vladimir Nabokov
E,V-izquierda,2,55,El hechicero,Vladimir Nabokov
E,V-izquierda,2,56,Desde que te vi morir,Javier Marías
E,V-izquierda,2,5,El Golem ,Gustav Meyrink
E,V-izquierda,2,6,Historia de la locura en la época clasica,Michel Foucault
E,V-izquierda,2,7,J.R.R. Tolkien,Katharyn F. Crabbe
E,V-izquierda,2,8,Psicología de la vida anormal,
E,V-izquierda,2,9,La locura a traves de los siglos,Michelle Ristich De Groote
E,V-izquierda,3,10,El diablo en el cuerpo,Raymond Radiguet
E,V-izquierda,3,11,El diablo en el cuerpo,Raymond Radiguet
E,V-izquierda,3,12,El mago de Lublin,Isaac Bashevis Singer
E,V-izquierda,3,13,La guardia blanca,Mijaíl A. Bulgákov
E,V-izquierda,3,14,Campo de Agramante,Caballero Bonald
E,V-izquierda,3,15,Platero y yo,Raúl Pérez Torres
E,V-izquierda,3,16,El espía que surgió del frío,John Le Carré
E,V-izquierda,3,17,Un amigo de Kafka,Isaac Bashevis Singer
E,V-izquierda,3,18,Redoble por Rancas,Manuel Scorza
E,V-izquierda,3,19,La noche del Uro,Dalton Trumbo
E,V-izquierda,3,1,Niente Asilo político,Enrico Calamai
E,V-izquierda,3,20,Grafismos,Edgar Bastidas Urresty
E,V-izquierda,3,21,El otoño de Pekín,Boris Vian
E,V-izquierda,3,22,El hombre aparece en el holoceno,Max Frisch
E,V-izquierda,3,23,Serie Conversaciones,Gunter Grass
E,V-izquierda,3,24,Ensayos sobre literatura,Gunter Grass
E,V-izquierda,3,25,"La señorita perla, el Horla y otros cuentos",Guy de Moupassant
E,V-izquierda,3,26,Obras (relatos y teatro),Anton Chejov
E,V-izquierda,3,27,Tiempos mayores,Humberto Vinueza
E,V-izquierda,3,28,El Spinoza de la calle Market,Isaac Bashevis Singer
E,V-izquierda,3,29,La ventana siniestra,Raymond Chandler
E,V-izquierda,3,2,Aspro e dolce,Mauro Corona
E,V-izquierda,3,30,Sophie,William Styron
E,V-izquierda,3,31,Los riesgos del placer,Magarito Cuéllar
E,V-izquierda,3,32,Una educación sentimental. Praga,Manuel Vásquez Montalbán
E,V-izquierda,3,33,Harún y el Mar de las historias,Salman Rushdie
E,V-izquierda,3,34,En el camino,Jack Kerouac
E,V-izquierda,3,35,Billy Bathgate,E.L.  Doctorow
E,V-izquierda,3,36,El perfume,Patrick Suskind
E,V-izquierda,3,37,La conjura de los necios,John Kennedy Toole
E,V-izquierda,3,38,De la santidad a la pervercion,Sergio Ortega (ed.)
E,V-izquierda,3,39,El décimo Infierno,Mempo Giardinelli
E,V-izquierda,3,3,Poemas incompletos,Leticia Herrera
E,V-izquierda,3,40,Santo oficio de la memoria,Mempo Giardinelli
E,V-izquierda,3,41,Luna Caliente,Mempo Giardinelli
E,V-izquierda,3,42,Cuentos. Antología personal,Mempo Giardinelli
E,V-izquierda,3,43,La revolución en bicicleta,Mempo Giardinelli
E,V-izquierda,3,44,Cosecha Roja,Dashell Hammett
E,V-izquierda,3,45,Alicia en el país de las maravillas,Lewis Carroll
E,V-izquierda,3,46,Los amantes malditos,Daphne du Marier. Sir Arthur Quiler-Coucli
E,V-izquierda,3,47,Las tribulaciones del estudiante Törless,Robert Musil
E,V-izquierda,3,48,Diario II,Anais Nin
E,V-izquierda,3,49,Diario I,Anais Nin
E,V-izquierda,3,4,La orgía perpetua,Mario Vargas Llosa
E,V-izquierda,3,50,Juegos bajo la luna,Cralos Noguera
E,V-izquierda,3,51,Libro de los grandes misterios,Alepho Mercuriano
E,V-izquierda,3,52,El color que cayó del cielo,Howard Phillips Lovecraft
E,V-izquierda,3,53,Poesía y narrativa del expresionismo alemán,
E,V-izquierda,3,54,Buda,
E,V-izquierda,3,55,Poemas ,Mihai Eminescu
E,V-izquierda,3,56,Les animaux et leurs hommes,Paul Eluard
E,V-izquierda,3,57,La condesa sangrienta,Valentine Penrose
E,V-izquierda,3,58,Boletín y elegía de las mitas y otros poemas,César Dávila Andrade
E,V-izquierda,3,59,Mientras escribo,Stephen King
E,V-izquierda,3,5,Mishima ou La Vision du vide,Marguerite Yourcenar
E,V-izquierda,3,60,El Dao de Jing,Loa Zi
E,V-izquierda,3,6,Como el agua que fluye,Marguerite Yourcenar
E,V-izquierda,3,7,Pulsos de Jiba. Las Ocasiones,Eugenio Montale
E,V-izquierda,3,8,Antología de poesía latinoamericana,
E,V-izquierda,3,9,Rubén Darío,Vargas Vila
E,V-izquierda,4,100,Remedia Amoris,Ovidio
E,V-izquierda,4,101,Antología poética,Luis Cernuda
E,V-izquierda,4,10,Orgiásticas,Osvaldo Vintimilla
E,V-izquierda,4,11,Vértigo del Ser,Paloma Fernández de Avilés
E,V-izquierda,4,12,Siglo pasado,José Emilio Pacheco
E,V-izquierda,4,13,El cautivo,Juana Puga
E,V-izquierda,4,14,Paisaje de luna fría,Carmen Yánez
E,V-izquierda,4,15,El viento distante,José Eemilio Pacheco
E,V-izquierda,4,16,Cesar Leal. Poeta e crítico de poesía,Sebastien Joachim
E,V-izquierda,4,17,Catedral Salvaje,César Dávila
E,V-izquierda,4,18,Tránsito,Luis López Alvarez
E,V-izquierda,4,19,Aguja que rompe el tiempo,Ulises Estrella
E,V-izquierda,4,1,Revista Trilce. Julio 2002,
E,V-izquierda,4,20,Aguja que rompe el tiempo,Ulises Estrella
E,V-izquierda,4,21,Los mejores versos,Luis C. Lopez
E,V-izquierda,4,22,Invenciones del retorno,Maritza Cino Alvear
E,V-izquierda,4,23,El abandono y la vagina,Rafael Arráiz Lucca
E,V-izquierda,4,24,Poemas,Ribeiro Couto
E,V-izquierda,4,25,De Noigandres 1,Augusto de Campos; Décio Pignatari; Haroldo de Campos
E,V-izquierda,4,26,Antología poética,Oswald de Andrade
E,V-izquierda,4,27,Tres poetas románticos,Goncalves Dias; Castro Alves; Sousandrade
E,V-izquierda,4,28,Poemas,Angela Alvim; Mario Faustino
E,V-izquierda,4,29,Poemas,Cruz e Sousa
E,V-izquierda,4,2,Cinco rostros de la poesía ,Galo René Pérez
E,V-izquierda,4,30,Poemas,Alphonsus de Guimaraens
E,V-izquierda,4,31,Tres modernistas brasileños,Mario/Oswald/Cassiano
E,V-izquierda,4,32,Poemas,Cecília Meireles
E,V-izquierda,4,33,Poemas,Joao Cabral de Melo Neto
E,V-izquierda,4,34,Mapa falso y otros poemas,Cecilia Meireles
E,V-izquierda,4,35,Poemas,Ferreira Gullar
E,V-izquierda,4,36,Iluminaciones,Arthur Rimbaud
E,V-izquierda,4,37,Momento en un café y otros poemas,Manuel Bnadeira
E,V-izquierda,4,38,Expediente de un asesino,Frank A. Dopico Asencio
E,V-izquierda,4,39,El busca luz colgado,Juan C. Recio Martínez
E,V-izquierda,4,3,"Almanaque Bristol (1982, 1981, 1980, 1979, 1970)",
E,V-izquierda,4,40,La poesía ignorada y olvidada,Jorge Zalamea
E,V-izquierda,4,41,Última canción del exiliado,Miguel Donoso Pareja
E,V-izquierda,4,42,Poesía nicaraguense,
E,V-izquierda,4,43,Antología impersonal ,Eduardo Lizalde
E,V-izquierda,4,44,La luna en un cartel,Ricardo Riverón Rojas
E,V-izquierda,4,45,El sueño de la sombra,Margarito Cuéllar
E,V-izquierda,4,46,El cementerio marino,Paul Valéry
E,V-izquierda,4,47,Antología poética,Rainer Maria Rilke
E,V-izquierda,4,48,Poesías Completas,Antonio Machado
E,V-izquierda,4,49,Obras Elementales,
E,V-izquierda,4,4,Concretismo,
E,V-izquierda,4,50,Crónicas de la sangre,Andrés Maldonado Granizo
E,V-izquierda,4,51,Antología,Ezra Pound
E,V-izquierda,4,52,Poemas y canciones,Bertolt Brecht
E,V-izquierda,4,53,Poesía ,Francois Villon
E,V-izquierda,4,54,Selección de poesía Dignum est,Odysseas Elytis
E,V-izquierda,4,55,Poesía y literatura I y II,Luis Cernuda
E,V-izquierda,4,56,Poesías escogidas,Antonio Machado
E,V-izquierda,4,57,Poemas ,Manuel Bandeira
E,V-izquierda,4,58,Poemas,Carlos Drummond de Andrade
E,V-izquierda,4,59,Antología Mayor,Nicolás Guillén
E,V-izquierda,4,5,Ternura,Gabriela Mistral
E,V-izquierda,4,60,"Azul . Cuentos, poemas en prosa",Pablo Neruda
E,V-izquierda,4,61,Poesía y estilo de Pablo Neruda,Amado Alonso
E,V-izquierda,4,62,Una temporada en el infierno,Arthur Rimbaud
E,V-izquierda,4,63,Romancero gitano. Poeta en Nueva York,Federico García Lorca
E,V-izquierda,4,64,Entre el juego y la bruma,Maritza Cino Alvear
E,V-izquierda,4,65,Undécima poesía vertical,Roberto Juarroz
E,V-izquierda,4,66,Himnos de la noche,Novalis
E,V-izquierda,4,67,Poetas norteamericanos,Blackburn; Corman; Eshleman; Enslin
E,V-izquierda,4,68,Rimas,Gustavo Adolfo Becquer
E,V-izquierda,4,69,Fuera de juego,Ulises Estrella
E,V-izquierda,4,6,Pedal de viento,Raúl Arias
E,V-izquierda,4,70,Fabla salvaje,César Vallejo
E,V-izquierda,4,71,Tiempos: antes del furor,Ulises Estrella
E,V-izquierda,4,72,Los innombrables ,Elvio Romero
E,V-izquierda,4,73,Cantos,Giacomo Leopardi
E,V-izquierda,4,74,Asesinato en la catedral,T.S. Eliot
E,V-izquierda,4,75,El sueño de las escalinatas,Jorge Zalamea
E,V-izquierda,4,76,Poemas de un mal tiempo para la lírica,Iván Carvajal
E,V-izquierda,4,77,Poemas de la consumación,Vicente Aleixandre
E,V-izquierda,4,78,Rumeur de Prague,Luis López Álvarez
E,V-izquierda,4,79,Marín Fierro,José Hernández
E,V-izquierda,4,7,Casi coplas en trío,Rosita Escala Salvo; Isabel Birriel; Olga Zamboni
E,V-izquierda,4,80,Elegiaca,Luis López Álvarez
E,V-izquierda,4,81,Melodía del amor,R.M. Rilke
E,V-izquierda,4,82,Hora de poesía,Mandellstam; Miguel Ángel; Paul Klee; Mario Luzi
E,V-izquierda,4,83,Fábulas,Félix María Samaniego
E,V-izquierda,4,84,La sueñera,Ana María Shua
E,V-izquierda,4,85,Ecuador. Diario de viaje,Henri Michaux
E,V-izquierda,4,86,Man to pan,John Agard
E,V-izquierda,4,87,Poesías escogidas,César Vallejo
E,V-izquierda,4,88,Cómputo ,Luis López Álvarez
E,V-izquierda,4,89,El mono gramático,Octavio Paz
E,V-izquierda,4,8,Los poetas metafísicos ingleses del siglo XVII,
E,V-izquierda,4,90,El corno emplumado,
E,V-izquierda,4,91,Poemas de amor,Antonio Gala
E,V-izquierda,4,92,Textos breves,Julio Pazos Barrera
E,V-izquierda,4,93,Alcoholes,Guillauma Apollinaire
E,V-izquierda,4,94,Poesías completas,Konstantino Kavafis
E,V-izquierda,4,95,El cuerpo y las sombras,Javier Ponce
E,V-izquierda,4,96,Antología Poética,Vinicius de Moraes
E,V-izquierda,4,97,Circadian Nuvolitatis,Margarita Feliciano
E,V-izquierda,4,98,Siglo Pasado,José Emilio Pacheco
E,V-izquierda,4,99,Poemas rumanos,Paul Celan
E,V-izquierda,4,9,Prosa de Gabriela Mistral,Gabriela Mistral
E,V-izquierda,5,10,La loca de Grandoca,Anacristina Rossi
E,V-izquierda,5,11,Una casa con encanto,Critina Macía
E,V-izquierda,5,12,Cinco cantos con lorca y otros poemas,Ivo Machado
E,V-izquierda,5,13,Cinco cantos con lorca y otros poemas,Ivo Machado
E,V-izquierda,5,14,El palacio de la luna,Auster
E,V-izquierda,5,15,Harry Potter y la piedra filosofal,J.K Rowling
E,V-izquierda,5,16,Revista Hispamerica. N88,
