Cuarto,Mueble,Nivel,Posición,Título,Autor
D,V-Izquierdo,7,42,Eloy Alfaro y Cuba en el siglo XIX,Germán Rodas Chaves
D,V-Izquierdo,7,43,Memorias de Andrés Chiliquinga,Carlos Arcos Cabrera
D,V-Izquierdo,7,44,Entre Marx y una mujer desnuda,Jorge Enríque Adoum
D,V-Izquierdo,7,45,La semilla esteril,
D,V-Izquierdo,7,46,El viajero de Praga,Javier Vásconez
D,V-Izquierdo,7,47,Palabras en la piel,Santiago Arguello Mejía
D,V-Izquierdo,7,48,Acerca del Hada y el Hombre Intenso. Poemas 1975-2013,Diego Oquendo
D,V-Izquierdo,7,49,Tangos ,Pedro Jorge Vera
D,V-Izquierdo,7,4,Hacia la vida que falta,Jaime Montesinos
D,V-Izquierdo,7,50,Un hombre muerto a puntapiés,Pablo Palacio
D,V-Izquierdo,7,51,La beldaca,Alfredo Pareja Diezcanseco
D,V-Izquierdo,7,52,Diccionario del español ecuatoriano ,Fernando Miño-Garcés 
D,V-Izquierdo,7,5,"El general Juan José Flores, primer presidente del Ecuador",Gustavo Vásconez Hurtado
D,V-Izquierdo,7,6,Ensayos escogidos,Augusto Arias
D,V-Izquierdo,7,7,Edén y Eva,Huilo Ruales Hualca
D,V-Izquierdo,7,8,El devastado jardín del paraiso,Alejandro Moreano
D,V-Izquierdo,7,9,Soy en el puerto,Othon Castillo
E,H-izquierda1,1,10,Chopin,Rafael Ortega
E,H-izquierda1,1,11,"Jefes, cabecillas, abusones",Marvis Harris
E,H-izquierda1,1,12,Bebidas y excitantes,Fernand Braudel
E,H-izquierda1,1,13,La fiesta. De las Saturnales a Woodstock,Uwe Schultz
E,H-izquierda1,1,14,Cuentos,Hans Christian Andersen
E,H-izquierda1,1,15,Los lagartos terribles,Isaac Asimov
E,H-izquierda1,1,16,El diablo de la botella,Robert Louis Stevenson
E,H-izquierda1,1,17,Chaikovsky,Javier Alfaya
E,H-izquierda1,1,18,La fiesta. De las Saturnales a Woodstock,Uwe Schultz
E,H-izquierda1,1,19,Anaconda,Horacio Quiroga
E,H-izquierda1,1,1,Los impostores ,Santiago Gamboa
E,H-izquierda1,1,20,El diablo de la botella,Robert Louis Stevenson
E,H-izquierda1,1,21,Arenas movedizas. La hija de Rappaccini,Octavio Paz
E,H-izquierda1,1,22,El hombre que calculaba,Malba Tahan
E,H-izquierda1,1,23,Utopía ,Tomás Moro
E,H-izquierda1,1,24,"Flora Tristan, la visionaria",
E,H-izquierda1,1,25,Bajo la piel de los tambores,Luz Argentina Chiriboga
E,H-izquierda1,1,26,La vida de los doce césares,Suetonio
E,H-izquierda1,1,27,Su verdadera historia Moisés Izza,Leonardo Barriga López
E,H-izquierda1,1,28,El devastado jardín del paraíso,Alejandro Moreano
E,H-izquierda1,1,29,Diario de un idolatra,Eliercer Cérdenas Espinosa
E,H-izquierda1 ,1,2,Arenas movedizas. La hija de Rappaccini,Octavio Paz
E,H-izquierda1,1,30,"Mis mundos, mis espíritus. Rasputín, Trotsky y el Zar",Juan Braun
E,H-izquierda1,1,31,La vida de Raymond Chandler,Frank MacShane
E,H-izquierda1,1,32,El paraiso perdido,John Milton
E,H-izquierda1,1,33,Sobre el arbol abatido,Gonzalo Almeida Urrutia
E,H-izquierda1,1,34,Obra humorística completa,Miguel Otero Silva
E,H-izquierda1,1,35,El cuento Hispanoamericano en el siglo XX. Tomo I,
E,H-izquierda1,1,36,El cuento Hispanoamericano en el siglo XX. Tomo III,
E,H-izquierda1,1,37,Di algo para romper este silencio ,Guillermo Samperio (coord)
E,H-izquierda1,1,38,Las mil y una noches,
E,H-izquierda1,1,39,Narradores latinoamericanos,
E,H-izquierda1,1,3,Pequeña historia de la música,"Carlos Gomez Amat, Joaquín Turina Gómez"
E,H-izquierda1,1,40,Antología Pan-Americana,Stéphane Chao
E,H-izquierda1,1,41,El cuento hispanoamericano actual,
E,H-izquierda1,1,42,Cuentos negristas,
E,H-izquierda1,1,43,Los escritorres y la creación y la creación en Hispanoamérica,Fernando Burgos
E,H-izquierda1,1,44,Antología del cuento hispanoamericano,Fernando Burgos
E,H-izquierda1,1,45,Autobiografía de un perseguido,Roberto Andrade
E,H-izquierda1,1,46,Voix et images de France,
E,H-izquierda1,1,47,De luto,Carolina Andrade
E,H-izquierda1,1,48,1. encuentro nacional de escritores,
E,H-izquierda1,1,49,La muerte siempre gana,Pedro Jorge Vera
E,H-izquierda1,1,4,Bach,Luis Carlos Gago
E,H-izquierda1,1,50,Entre el pillaje del oro y el espejismo del petróleo ,Pablo Estrella Vintimilla
E,H-izquierda1,1,51,Mi sombra te ha de hacer falta,Lucrecia Maldonado
E,H-izquierda1,1,52,Teatro,Aristides Vargas
E,H-izquierda1,1,53,Recuerdos de Mamaniña,Henriette Hurtado
E,H-izquierda1,1,54,Pluma y microfono Tomo II,
E,H-izquierda1,1,55,Que son las ligas campesinas,Francisco Juliao
E,H-izquierda1,1,56,El capote y otros cuentos,Nicolás Gogol
E,H-izquierda1,1,57,Caracteres y tendencias de la literatura alemana del siglo XX,Karl August Horst
E,H-izquierda1,1,58,Realismo mágino y lo real maravilloso,Alicia Llerena
E,H-izquierda1,1,59,Mayo de 1968 y el año 2000,Rocío Durán Barba
E,H-izquierda1,1,5,Relatos,Juan Rulfo
E,H-izquierda1,1,60,La plaga,Jaime Costales Peñaherrera
E,H-izquierda1,1,61,El umbral del silencio,Luis Aguilar Monsalve
E,H-izquierda1,1,62,Cyrano de Bergerac,Edmond Rostand
E,H-izquierda1,1,63,El club de los suicidas,Stevenson
E,H-izquierda1,1,64,Cartas del Yage,William Burroughs y Allen Ginsberg
E,H-izquierda1,1,65,Fiebre ,Roberto Rubiano Vargas
E,H-izquierda1,1,66,Pasión por la música. Antologia de cuentos,
E,H-izquierda1,1,67,La novena generación,Alfonso Peña
E,H-izquierda1,1,68,Cruzando el ummbral de la esperanza,Juan Pablo II
E,H-izquierda1,1,69,El paralelo 42,John Dos Passos
E,H-izquierda1,1,6,Una avanzada del progreso,Joseph Conrad
E,H-izquierda1,1,70,Historia del pensamiento económico Tomo II,Manuel Agustín Aguirre
E,H-izquierda1,1,71,El drama de Europa,John Gunther
E,H-izquierda1,1,72,Casi el paraiso,Luis Spota
E,H-izquierda1,1,73,¿Hacia donde va Thornett?,Michael Banda
E,H-izquierda1,1,74,"El origen de la familia, la propiedad privada y el Estado",Federico Engels
E,H-izquierda1,1,75,Johann Strauss,Eduardo Storni
E,H-izquierda1,1,76,Apuntes para el fin de siglo ,Eduardo Galeano
E,H-izquierda1,1,77,Mientras el duerme,Jorge Ariel Madrazo/Juan López Taetzel
E,H-izquierda1,1,78,Para amar a una deidad,Jorge Ariel Madrazo
E,H-izquierda1,1,79,El retorno de Edilberto,Beatriz Pustilnik
E,H-izquierda1,1,7,El eclipse y otros cuentos,Augusto Monterroso
E,H-izquierda1,1,80,Nomenclatura,Muros
E,H-izquierda1,1,81,Viajes por el Africa profunda,Juan Braun
E,H-izquierda1,1,82,Traçando porto alegre,Luis Fernando Verissimo / Joaquin Da Fonseca
E,H-izquierda1,1,83,Cuento ecuatoriano de finales de siglo XX,Raúl Vallejo
E,H-izquierda1,1,84,¡Que no son bienvenidos?!,Enrique Villacís
E,H-izquierda1,1,85,Palipsesto,Marcelo Báez
E,H-izquierda1,1,86,Un ángel entre los hombres,Ramiro Arias Barriga
E,H-izquierda1,1,87,El país de Manuelito,Alfonso Barrera Valverde
E,H-izquierda1,1,88,El país de Manuelito,Alfonso Barrera Valverde
E,H-izquierda1,1,89,Número impar,Santiago Sylvester
E,H-izquierda1,1,8,Aura,Carlos Fuentes
E,H-izquierda1,1,90,"Trujillo, villa Francisca",Marcio Veloz Maggiolo
E,H-izquierda1,1,91,"De Cristobal Colón a Fidel Castro. El Caribe, frontera imperial",Juan Bosch
E,H-izquierda1,1,92,Más cuentos escritos en el exilio,Juan Bosch
E,H-izquierda1,1,93,Cuentos escritos antes del exilio,Juan Bosch
E,H-izquierda1,1,94,Novelas completas,Juan Bosch
E,H-izquierda1,1,95,Cuentos escritos en el exilio,Juan Bosch
E,H-izquierda1,1,96,La Mañosa,Juan Bosch
E,H-izquierda1,1,9,Beethoven,Ángel Carrascosa
E,H-izquierda1,2,10,El idioma de los argentinos,Jorge Luis Borges
E,H-izquierda1,2,11,Memorias 1750-1753,Adolfo Bioy Casares
E,H-izquierda1,2,12,Buenos Aires. Timempo de Borges,León Tenenbaum
E,H-izquierda1,2,13,El laberinto del universo,Jaime Rest
E,H-izquierda1,2,14,Obras completas,Jorge Luis Borges
E,H-izquierda1,2,15,Borges a contraluz,Estela Canto
E,H-izquierda1,2,16,Referentes ,Abdón Ubidia
E,H-izquierda1,2,17,Rayuela,Julio Cortazar
E,H-izquierda1,2,18,Ceremonias,Julio Cortazar
E,H-izquierda1,2,19,Obras completas,Jorge Luis Borges
E,H-izquierda1,2,1,Ensayo sobre el pensamiento reaccionario y otros textos,Emil Cioran
E,H-izquierda1,2,20,,Julio Cortazar
E,H-izquierda1,2,21,Letras de tango,"José María Contursi, Homro Manzi, Enrique Santos Discépolo"
E,H-izquierda1,2,22,Libro de Manuel,Julio Cortazar
E,H-izquierda1,2,23,Historias de Cronopios y de famas,Julio Cortazar
E,H-izquierda1,2,24,Modelo para armar,Julio Cortazar
E,H-izquierda1,2,25,Los reyes,Julio Cortazar
E,H-izquierda1,2,26,Homo Ludens,Johan Huzinga
E,H-izquierda1,2,27,La vuelta al día en ochenta mundos,Julio Cortazar
E,H-izquierda1,2,28,La vuelta al día en ochenta mundos,Julio Cortazar
E,H-izquierda1,2,29,"Los dos Borges. Vida, sueño, enigmas",Volodia Tettelbom
E,H-izquierda1,2,2,La Cifra,Jorge Luis Borges
E,H-izquierda1,2,30,"Borges, esplendor y derrota",María Esther Vásquez
E,H-izquierda1,2,31,Borges,Horacio Salas
E,H-izquierda1,2,32,El libro de arena,Jorge Luis Borges
E,H-izquierda1,2,33,Historia del teatro,Robert Pignarre
E,H-izquierda1,2,34,La literatura italiana,Paul Arrighi
E,H-izquierda1,2,35,El tamaño de la vida,Patricio Falconí; Mercedes Falconí
E,H-izquierda1,2,36,Culturas hibridas,Nestor García Canclini
E,H-izquierda1,2,37,Cuentos completos,Juan Carlos Onetti
E,H-izquierda1,2,38,Misceláneas,Juan Carlos Onetti
E,H-izquierda1,2,39,Cuadernos Hispanoamericanos,Juan Carlos Onetti
E,H-izquierda1,2,3,Borges oral,Jorge Luis Borges
E,H-izquierda1,2,40,Los adioses,Juan Carlos Onetti
E,H-izquierda1,2,41,La muerte y la niña,Juan Carlos Onetti
E,H-izquierda1,2,42,Tiempo de abrazar,Juan Carlos Onetti
E,H-izquierda1,2,43,Los adioses,Juan Carlos Onetti
E,H-izquierda1,2,44,El astillero,Juan Carlos Onetti
E,H-izquierda1,2,45,La vida breve,Juan Carlos Onetti
E,H-izquierda1,2,46,Requiem por Faulkner y otros artículos,
E,H-izquierda1,2,47,De Pascal a Graham Greene,Francois Mauriac
E,H-izquierda1,2,48,El pozo. Para una tumba sin nombre,Juan Carlos Onetti
E,H-izquierda1,2,49,Los ríos profundos,José María Arguedas
E,H-izquierda1,2,4,Antiguas literaturas germánicas,Jorge Luis Borges
E,H-izquierda1,2,50,La casa verde,Mario Vargas Llosa
E,H-izquierda1,2,51,Páginas escogidas,José Martí
E,H-izquierda1,2,52,2010: Chile en llamas,Darío Oses
E,H-izquierda1,2,53,El retrato de una dama,Henry James
E,H-izquierda1,2,54,Treinta años,Carmen Boullosa
E,H-izquierda1,2,55,Cuentos,Norman Mailer
E,H-izquierda1,2,56,No digas que fue un sueño,Terenci Moix
E,H-izquierda1,2,57,El ángel azul,Heinrich Mann
E,H-izquierda1,2,58,Los alimentos terrestres,André Gide
E,H-izquierda1,2,59,Los monederos falsos,André Gide
E,H-izquierda1,2,5,Introducción a la literatura norteamericana,Jorge Luis Borges
E,H-izquierda1,2,60,La casa de las mil vírgenes,Arturo Azuela
E,H-izquierda1,2,61,"Gabriela, clavo y canela",Jorge Amado
E,H-izquierda1,2,62,La noche de los cascabeles,Mario Monteforte Toledo
E,H-izquierda1,2,63,Los desencontrados,Mario Monteforte Toledo
E,H-izquierda1,2,64,Unas vísperas muy largas,Mario Monteforte Toledo
E,H-izquierda1,2,65,Diez cuentos,
E,H-izquierda1,2,66,La isla de las navajas,Mario Monteforte Toledo
E,H-izquierda1,2,67,La isla de las navajas,Mario Monteforte Toledo
E,H-izquierda1,2,68,El mordisco imaginario. Crítica de la crítica de Pablo Palacio,Celina Manzoni
E,H-izquierda1,2,69,Historia del retrato policial,Julian Symons
E,H-izquierda1,2,6,Utopía de un hombre que está cansado,Jorge Luis Borges
E,H-izquierda1,2,70,Recuerdo Panama,Luis Pulido
E,H-izquierda1,2,71,Cartas sin sobre. Confidencias y poemas al olvido,Andrés Henestrosa
E,H-izquierda1,2,72,El capitán alatriste,Arturo Pérez-Reverte
E,H-izquierda1,2,73,La brevedad es una catarina anaranjada,Guillermo Samperio
E,H-izquierda1,2,74,Tribulaciones para el siglo XXI ,Guillermo Samperio
E,H-izquierda1,2,75,Veinte cuentos en búsca de un paraguas,Olga Zamboni
E,H-izquierda1,2,76,El ángel negro,Antonio Tabucchi
E,H-izquierda1,2,77,Sostiene Pereira,Antonio Tabucchi
E,H-izquierda1,2,78,Tierra incognita,Adolfo Colmenares
E,H-izquierda1,2,79,Las armas que carga el diablo,Orlando Van Bredam
E,H-izquierda1,2,7,Lengua y literatura de Borges,Jorge Luis Borges
E,H-izquierda1,2,80,Un día con Su excelencia,Fernando Jerez
E,H-izquierda1,2,81,Machado de Assis e seus primeiron romances,Alberto Bagby Jr.
E,H-izquierda1,2,82,Todas las almas,Javier Marías
E,H-izquierda1,2,83,Donde van a morir los elefantes,José Donoso
E,H-izquierda1,2,84,El libro de mi madre,Leonard Cohen
E,H-izquierda1,2,85,Andamios,Mario Benedetti
E,H-izquierda1,2,86,"Poesía siempre. Año 3, número 5 (febrero 1995)",
E,H-izquierda1,2,87,Viaje a Portugal,José Saramago
E,H-izquierda1,2,88,Confabulario personal,Juan José Arreola
E,H-izquierda1,2,89,Pedro Paramo,Juan Rulfo
E,H-izquierda1,2,8,Inquisiciones,Jorge Luis Borges
E,H-izquierda1,2,90,Pedro Paramo; El llano en llamas,Juan Rulfo
E,H-izquierda1,2,91,La biografía de Charlie Parker,Ross Russell
E,H-izquierda1,2,92,Thomas Mann. Recuerdos de mi padre,Golo Mann
E,H-izquierda1,2,93,Dejemos hablar al viento,Juan Carlos Onetti
E,H-izquierda1,2,94,Borges y la arquitectura,Cristina Grau
E,H-izquierda1,2,95,Textos Recobrados (1956-1986),Jorge Luis Borges
E,H-izquierda1,2,96,Iconografías,Julio Cortazar
E,H-izquierda1,2,9,El tamaño de mi esperanza,Jorge Luis Borges
E,H-izquierda1,3,10,De la economía a las mentalidades,Andrés Guerrero
E,H-izquierda1,3,11,La democracia bloqueada,Julio Echeverría
E,H-izquierda1,3,12,Contra los periodistas y otros contras,Karl Kraus
E,H-izquierda1,3,13,La galaxia McLuhan,Gianpiero Gamaleri
E,H-izquierda1,3,14,Historia del tiempo,Stephen W. Hawking
E,H-izquierda1,3,15,Keynes,Enrique Silberstein
E,H-izquierda1,3,16,Autodeterminación y nuevo orden,Noam Chomsky
E,H-izquierda1,3,17,Mantener la chusma a raya,Noam Chomsky
E,H-izquierda1,3,18,La posmodernidad (explicada a los niños),Jean Francois Lyotard
E,H-izquierda1,3,19,Antropología cultural,L. M. Lombardi Satriani
E,H-izquierda1,3,1,Galápagos,Kurt Vonnegut
E,H-izquierda1,3,20,La creación de un nueva civilización,Alvin y Heidi Toffler
E,H-izquierda1,3,21,Los nuevos alquimistas,Dirk Hanson
E,H-izquierda1,3,22,La hoguera de las ilusiones,Arturo Alape
E,H-izquierda1,3,23,Lo bello y lo siniestro,Eugenio Trías
E,H-izquierda1,3,24,Crónica mestiza del nuevo Pachakutik,Raúl Vallejo
E,H-izquierda1,3,25,El pantecostalismo en América Latina,Angelina Pollack-Etz / Yolanda Salas 
E,H-izquierda1,3,26,Matando el timepo ,Paul K. Feyerabend
E,H-izquierda1,3,27,El sentido de la vida,Alfred Adler
E,H-izquierda1,3,28,El libro de los libros,
E,H-izquierda1,3,29,Los condenados de la tierra,Frantz Fanon
E,H-izquierda1,3,2,Las reglas del arte,Pierre Bourdieu
E,H-izquierda1,3,30,Bandidos ,Eric Hobsbawm
E,H-izquierda1,3,31,La semántica de la dominación: el concertaje de indios,Andrés Guerrero
E,H-izquierda1,3,32,Sobre poesía popular argentina,Eduardo Romano
E,H-izquierda1,3,33,Lo afro y la plurinacionalidad: el caso ecuatoriano visto desde su literatura,Michael Handelsman
E,H-izquierda1,3,34,Encantadas,Mauricio Cobo Martínez
E,H-izquierda1,3,35,Hacia el siglo XXI,Paul Kennedy
E,H-izquierda1,3,36,Valor de uso y utopía,Bolívar Echeverría
E,H-izquierda1,3,37,Marxismo crítico en México:Adolfo Sánchez Vásquez y Bolivar Echeverría,Stefan Gandler
E,H-izquierda1,3,38,El autor como productor,Walter Benjamin
E,H-izquierda1,3,39,La modernidad de lo barroco,Bolívar Echeverría
E,H-izquierda1,3,3,Teorías débiles,Roberto A. Follani
E,H-izquierda1,3,40,Vuelta de siglo,Bolívar Echeverría
E,H-izquierda1,3,41,La ilusiones de la modernidad,Bolívar Echeverría
E,H-izquierda1,3,42,Convesaciones sobre lo barroco,Horst Kurnitzky / Bolivar Echeverría
E,H-izquierda1,3,43,Ensayos políticos ,Bolívar Echeverría
E,H-izquierda1,3,44,Definición de la cultura,Bolívar Echeverría
E,H-izquierda1,3,45,El discruso crítico de Marx,Bolívar Echeverría
E,H-izquierda1,3,46,Destrucción del ídolo ¿Qué dirán?,P. Pedro de Mercado
E,H-izquierda1,3,47,Reflexiones sobre niños,Walter Benjamin
E,H-izquierda1,3,48,La obra de arte en la época de su reproductibilidad técnica,Walter Benjamin
E,H-izquierda1,3,49,El espejo de la producción,Jean Baudrillard
E,H-izquierda1,3,4,Un mundo incierto,Immanuel Wallerstein
E,H-izquierda1,3,50,Medriocridad y delirio,Hans Magnus Enzensberger
E,H-izquierda1,3,51,La ilusión del fin,Jean Baudrillard
E,H-izquierda1,3,52,El paroxista indiferente,Jean Baudrillard
E,H-izquierda1,3,53,El intercambio imposible,Jean Baudrillard
E,H-izquierda1,3,54,Contrafuegos,Pierre Bourdieu
E,H-izquierda1,3,55,Sobre la televisión,Pierre Bourdieu
E,H-izquierda1,3,56,El pantecostalismo en América Latina,Angelina Pollack-Etz / Yolanda Salas 
E,H-izquierda1,3,57,Todo Caliban,Roerto Fernández Retamar
E,H-izquierda1,3,58,Aportaciones a la historia de la estética,Georg Lukacs
E,H-izquierda1,3,59,Novelas escogidas,Lu Zin
E,H-izquierda1,3,5,Los dos máximos sistemas del mundo,Marcos Guerrero Ureña
E,H-izquierda1,3,60,Apuntes para el fin de siglo ,Eduardo Galeano
E,H-izquierda1,3,61,Como agua para chocolate,Laura Esquivel
E,H-izquierda1,3,62,Traspié. Poemas selector 1982-1995,Alicia Poderti
E,H-izquierda1,3,63,"Premio municial de literatura ""Luis José de Tejada"" 1994",
E,H-izquierda1,3,64,Temprano despunta el día,Fernando Jerez
E,H-izquierda1,3,65,Reina de sombras,Bernardo Ruiz
E,H-izquierda1,3,66,El mundo de la nueva narrativa hispanoamericana,Victor Ivanovici
E,H-izquierda1,3,67,"La cuidad, escenario de comunicación","Fernando Carrión, Dorte Wollrad (Comp)"
E,H-izquierda1,3,68,"Pinochet, epitafio para un tirano",Pablo Azócar
E,H-izquierda1,3,69,El año de la muerte de Ricardo Reis,José Saramago
E,H-izquierda1,3,6,El futuro de la imaginación,Harold Bloom
E,H-izquierda1,3,70,La caverna,José Saramago
E,H-izquierda1,3,71,Ensayo sobre la ceguera,José Saramago
E,H-izquierda1,3,72,Enciclopedia SALVAT. Tomo 9,
E,H-izquierda1,3,73,Enciclopedia SALVAT. Tomo 8,
E,H-izquierda1,3,74,Enciclopedia SALVAT. Tomo 7,
E,H-izquierda1,3,75,Enciclopedia SALVAT. Tomo 6,
E,H-izquierda1,3,76,Enciclopedia SALVAT. Tomo 5,
E,H-izquierda1,3,77,Enciclopedia SALVAT. Tomo 4,
E,H-izquierda1,3,78,Enciclopedia SALVAT. Tomo 3,
E,H-izquierda1,3,79,Enciclopedia SALVAT. Tomo 2,
E,H-izquierda1,3,7,Crítica de la modernidad,Alain Touraine
E,H-izquierda1,3,80,Enciclopedia SALVAT. Tomo 1,
E,H-izquierda1,3,81,La crisis en la era postmoderna,Xavier Puig Peñalosa
E,H-izquierda1,3,82,Satanás,Mario Mendoza
E,H-izquierda1,3,8,El miedo a la libertad,Erich Fromm
E,H-izquierda1,3,9,Apología del sofista,Fernando Savater
E,H-izquierda1,4,10,Enciclopedia SALVAT. Tomo 3,
E,H-izquierda1,4,11,Enciclopedia SALVAT. Tomo 2,
E,H-izquierda1,4,12,Enciclopedia SALVAT. Tomo 1,
E,H-izquierda1,4,13,Nuevo pequeño Larousse ilustrado,
E,H-izquierda1,4,14,Diccionario del foklore ecuatoriano,Paulo de Carvalho-Neto
E,H-izquierda1,4,15,Diccionario ideológico de la lengua española,Julio Casares
E,H-izquierda1,4,16,Lexico sexual,Hernán Rodriguez Castelo
E,H-izquierda1,4,17,Un millar de anglicismos ,Carlos Joaquín Córdova
E,H-izquierda1,4,18,Diccionarios de ecuatorianismos en la literatura,María Jaramillo de Lubensky
E,H-izquierda1,4,19,Sobre la cultura y el arte popular,Adolfo Colmenares
E,H-izquierda1,4,1,Enciclopedia SALVAT. Tomo 12,
E,H-izquierda1,4,20,Diccionario de lengua española,
E,H-izquierda1,4,21,Diccionario del verbo castellano,Santiago Lazzati
E,H-izquierda1,4,22,Diccionario del escritor,J.M. González-Cremona y P.D. González-Cremona Nogales
E,H-izquierda1,4,23,"Diccionario español-inglés, inglés-español",Universidad de Miami
E,H-izquierda1,4,24,Mnaual de ortografía moderna,Angeles Cardona de Gibert
E,H-izquierda1,4,25,Pequeña clave ortográfica,Rafael Diesis
E,H-izquierda1,4,26,El habla del Azuay,Pedro Córdova Alvarez
E,H-izquierda1,4,27,Diccionario de dudas,Carmen de Lucas
E,H-izquierda1,4,28,Diccionario de la conjugación de los verbos castellanos,Juan Manuel Rodriguez L. 
E,H-izquierda1,4,29,Diccionario de la lengua española de la RAE. Tomo 10,Real Académia Española
E,H-izquierda1,4,2,Enciclopedia SALVAT. Tomo 11,
E,H-izquierda1,4,30,Diccionario de la lengua española de la RAE. Tomo 9,Real Académia Española
E,H-izquierda1,4,31,Diccionario de la lengua española de la RAE. Tomo 8,Real Académia Española
E,H-izquierda1,4,32,Diccionario de la lengua española de la RAE. Tomo 7,Real Académia Española
E,H-izquierda1,4,33,Diccionario de la lengua española de la RAE. Tomo 6,Real Académia Española
E,H-izquierda1,4,34,Diccionario de la lengua española de la RAE. Tomo 5,Real Académia Española
E,H-izquierda1,4,35,Diccionario de la lengua española de la RAE. Tomo 4,Real Académia Española
E,H-izquierda1,4,36,Diccionario de la lengua española de la RAE. Tomo 3,Real Académia Española
E,H-izquierda1,4,37,Diccionario de la lengua española de la RAE. Tomo 2,Real Académia Española
E,H-izquierda1,4,38,Diccionario de la lengua española de la RAE. Tomo 1,Real Académia Española
E,H-izquierda1,4,39,Diccionario español-latino; latino-español,
E,H-izquierda1,4,3,Enciclopedia SALVAT. Tomo 10,
E,H-izquierda1,4,40,Harrap's verbos ingleses,
E,H-izquierda1,4,41,Diccionario Grijalbo de la Música,
E,H-izquierda1,4,42,Diccionario Grijalbo de la Sociología,
E,H-izquierda1,4,43,Diccionario Grijalbo de Filosofía,
E,H-izquierda1,4,44,Diccionario Grijalbo de Ciencias Humanas,
